Coordinates:	5.3999,7.0167
2.21988	o%kw%u%
2.21751	n%ā%ā%
2.21052	a%kp%ụ̄%
2.20223	ī%k%ē%
2.20081	ù%gb%u%ù%
2.19986	u%lw%ō%
2.19263	a%n%ụ̀%
2.18991	n%k%e%
2.18943	o%g%è%
2.18564	l%o%
2.17913	i%r̃%i%
2.17237	m%a%
2.16941	n%a%a%
2.15721	ọ̀%w%ụ%
2.15354	w%ụ%kw%a%n%ụ%
2.15259	a%ny%a%
2.13837	è%è%e%
2.13032	g%à%-%è%m%e%
2.12084	ā%l%ọ̄%
2.10923	e%sh%ì%
2.10828	i%k%e%kw%e%
2.10793	h%e%è%
2.10508	ì%gb%e%
2.10165	nw%è%kw%è%r%è%
2.10046	i%h%è%
2.0975	w%ụ%n%ụ%
2.09241	n%gw%ọ̀%
2.09063	ā%gw%ọ̄%
2.08234	ò%
2.07665	a%h%à%
2.04372	ọ̀%n%ị̀%ch%à%
2.03732	sh%i%t%e%
2.00604	r%ù%o%
2.0032	n%ā%-%a%kp%ọ%
2.00284	gw%à%r%à%
2.00284	ē%r%ē%
2.00249	ọ̀%n%a%ā%
2.00178	ụ̀%kp%a%k%ā%
2.00142	ē%zh%ī%
2.00071	o%b%ù%
2.00012	b%e%
1.99372	o%ō%
1.99301	i%m%ī%
1.99088	a%à%
1.98993	è%e%kw%a%
1.9833	nw%a%n%t%à%k%ị%r%ị%
1.97702	è%t%e%
1.97382	o%th%u%
1.97358	e%b%e%è%
1.97346	a%j%ā%
1.9705	o%l%u%
1.96576	ụ%n%ụ̀%
1.96245	gh%a%kp%ọ%ọ%
1.95984	n%n%ụ̀%
1.95925	i%h%e%à%
1.95392	u%ch%è%
1.94716	r%ụ%
1.94491	n%à%kw%à%
1.94231	y%a%a%
1.93946	u%b%ì%
1.93923	r%ụ̄%k%à%à%
1.93686	w%ụ̄%n%ụ̄%
1.93567	b%ù%r%ù%
1.93152	ò%nw%e%
1.92667	e%j%i%
1.9198	t%i%i%g%i%
1.91885	e%è%
1.91198	b%è%t%ụ̀%
1.90676	s%ụ̄%
1.89752	b%i%e%
1.89563	è%l%e%ē%
1.89515	ọ̀%w%ụ%gh%ụ̄%
1.87904	n%à%-%è%sh%i%
1.86862	ọ̀%w%ụ%ụ̄%
1.86329	ụ%gb%a%
1.86009	ụ%m%ụ̀%a%zh%ị̀%
1.85653	hw%ụ̄%
1.85014	a%r̃%ụ̄%
1.84943	w%è%r%è%
1.84943	i%k%ē%
1.83142	i%b%ù%
1.82431	m%è%r%è%
1.8217	ī%kh%ē%
1.81886	n%r%ī%
1.8185	t%e%e%
1.81779	a%m%a%a%
1.8146	t%e%w%e%
1.80986	n%à%-%à%d%ị%
1.80607	m̀%m%a%
1.80393	h%ụ%
1.80299	n%ọ%
1.7922	è%r%ù%o%
1.79066	m%e%
1.78924	ny%e%
1.78048	g%à%r%ị̀%
1.77455	o%t%u%ù%
1.7742	ì%kh%è%
1.77147	n%n%ī%
1.75524	e%nw%e%e%
1.75418	ọ%h%ụ%r%ụ̄%
1.75394	j%ì%kw%è%
1.74494	m%m%
1.74399	o%s%ò%
1.74387	a%h%ụ̄%
1.74091	m%à%k%à%n%à%
1.72053	ọ%r%ụ%
1.71556	u%kw%ù%
1.70845	gb%a%a%
1.70347	w%i%i%g%a%
1.70181	m%à%ọ̀%kw%à%n%ụ̀%
1.69802	n%ā%-%a%kp%ị%
1.69305	ā%n%ọ̄%
1.69198	n%ch%à%
1.68594	kw%à%
1.67954	o%s%e%
1.67421	s%ụ%
1.67101	i%h%e%e%
1.6703	kw%ù%r%ù%
1.67006	e%zh%i%gb%o%
1.66639	kp%ù%sh%i%e%
1.66627	sh%ị%
1.66556	y%è%
1.66248	y%ị%
1.65964	è%t%i%i%
1.65774	j%i%kw%e%
1.65715	kh%e%e%
1.65502	t%i%ị%g%a%
1.64933	m̀%gb%ò%
1.64092	g%ụ̄%r%ụ̄%
1.64068	ē%m%ē%
1.62386	à%k%a%nw%ụ%
1.62339	kp%ọ%
1.62268	t%a%à%
1.60988	ō%nw%ē%
1.60467	k%ọ̄%r%ọ̄%
1.60111	a%l%ọ%
1.60017	i%t%ì%ì%r%ì%
1.59815	ọ̀%gb%ọ̀%n%ọ̀%
1.59566	w%e%p%ụ̀%t%a%
1.59247	a%f%ọ̄%
1.58595	k%è%è%
1.58595	(%t%o%w%n%sh%i%p%)%
1.58026	b%ọ%t%ụ̀%l%ụ̀%
1.57837	kw%a%
1.57718	ò%th%u%ù%
1.5651	a%n%ọ̀%
1.56249	s%ị̄%
1.55515	ā%ch%ā%
1.54733	(%b%e%a%n%s%)%
1.5388	a%f%ọ%
1.53809	è%nw%è%r%è%
1.53809	w%è%t%e%
1.53773	à%kp%ị̀%
1.53738	ọ̀%k%ụ̀%
1.53074	ọ%kp%ọ%k%ọ%r%ọ%
1.52695	ọ̄%ḍ%ọ̄%
1.52671	t%a%ch%a%a%
1.52529	g%à%-%è%nw%e%
1.52387	e%zh%i%o%kw%ū%
1.52138	b%u%r%u%
1.51783	ọ̀%z%ọ%
1.51783	k%a%m%à%
1.51783	b%à%t%a%
1.51428	ọ%h%ụ̀%
1.50989	y%ọ̀%ọ%
1.50113	e%nw%è%r%è%
1.48738	m%ē%r%ē%
1.48549	a%g%ā%h%ā%
1.48264	ị%t%ā%
1.47589	h%ụ%ụ̀%
1.47151	ù%w%e%
1.46558	b%è%k%e%è%
1.46203	w%è%r%e%z%i%e%
1.45907	gb%u%o%
1.44544	o%th%u%è%
1.44047	w%ụ%r%ụ%kw%a%n%ụ%
1.43964	a%y%ị̀%
1.43455	ụ%ə%
1.43289	o%sh%i%è%
1.42222	b%ị%ā%
1.42151	ọ%k%ị%r%ị̀%m%a%
1.42045	s̃%a%a%
1.41405	a%l%a%à%k%ị̀%
1.41085	ò%l%e%
1.40789	(%r%i%c%e%)%
1.40469	j%i%a%p%ụ̄%
1.4028	n%ụ̄%
1.40268	b%ụ̄%
1.40114	ọ̀%z%ọ%kw%a%
1.39782	n%à%-%à%t%a%
1.39735	g%ị%n%ị̄%
1.38526	d%ị̄%k%à%
1.38029	à%n%a%ā%
1.37673	ụ%n%ụ̄%
1.37673	w%è%r%e%kw%e%n%ụ%
1.37673	t%a%a%
1.36986	à%g%ị̀%d%ì%
1.36785	ò%sh%ì%m%ì%r%ì%
1.36678	à%kp%ị%
1.36678	kw%ọ%ọ%
1.36323	n%ā%
1.35399	e%gh%u%o%
1.35209	i%gw%è%
1.35209	b%ị%à%
1.35043	gb%ā%ā%
1.3502	n%ū%
1.3483	a%h%ị%ā%
1.34498	t%a%b%a%
1.34214	n%d%u%
1.3387	u%l%ō%
1.33799	è%è%
1.3374	a%k%ụ%k%ọ%
1.33266	o%sh%i%sh%i%
1.33266	n%ọ̄%
1.33195	ọ%r̃%ụ̄%
1.32863	ọ̄%b%ụ̄%l%à%
1.32698	n%i%ī%n%ē%
1.32437	ọ̀%f%ụ%m%a%
1.32283	a%f%ọ̀%
1.32236	e%k%u%
1.30684	ọ̄%z%ọ̄%
1.30494	r%ụ̄%k%à%
1.29333	e%w%e%p%ụ̀%t%a%
1.29286	f%ụ%r%a%à%y%ị̀%ch%a%a%
1.28362	à%b%à%l%ị̀%
1.28125	gw%ọ%kw%a%
1.27438	a%nw%ụ̄%
1.27366	à%gw%ọ%
1.27011	a%y%ị%ə%
1.26194	nw%a%à%y%ị̀%
1.26016	e%zh%i%gb%o%t%e%
1.25767	gw%ọ̄%ọ̄%
1.25708	m%kp%ò%
1.25329	ē%b%ē%è%
1.24807	sh%ī%
1.24203	nw%a%n̄%r%ū%
1.23575	n%ụ%
1.23492	r%ị̄%n%ā%
1.22841	j%ì%m̀%
1.22782	à%g%a%
1.22462	m%a%r%a%
1.22177	m%m%ā%n%ụ̄%
1.22035	w%è%r%e%zh%i%e%
1.21561	a%nw%ụ̀%r%ụ̀%
1.2104	ọ%t%ụ%t%ụ%
1.20898	ā%kp%ọ̄%
1.19784	kp%ọ%ọ%
1.19358	à%m%a%ā%
1.19334	è%r%u%
1.19287	ē%gh%ē%ē%
1.19074	a%j%a%
1.1873	n%d%ụ%ụ̀%
1.1841	a%h%ụ̀%n%ụ%
1.18173	ò%b%ò%d%ò%
1.17332	e%j%ù%
1.1706	ō%l%ū%gb%ù%
1.16965	ụ%ụ%
1.16609	e%m%e%e%
1.16586	gh%i%i%g%e%
1.16444	à%n%ọ%
1.16349	a%jɦ%ā%
1.15377	w%ụ̄%kw%ā%
1.14975	ī%gb%ē%
1.14951	ì%gb%o%
1.14951	ny%ị̄%
1.14714	a%h%a%
1.14548	(%l%i%k%e%)%
1.14501	m%à%r%a%
1.14382	n%n%i%
1.14169	è%k%è%t%è%
1.14027	à%w%ụ%k%ọ̄%
1.13837	à%fw%ọ̀%ọ%
1.13506	a%k%ā%
1.1347	n%r%i%
1.13079	ǹ%g%a%
1.12771	f%ọ%r%ọ%
1.12629	t%à%r%à%
1.12475	ọ%w%ụ%r%ụ%
1.12119	à%s%ụ%
1.12013	sh%ì%r%ì%
1.11965	ē%nw%ē%ē%
1.1161	ị̀%kp%ụ̀%kp%ọ̀%
1.11515	u%ny%ì%
1.1142	ǹ%k%e%à%
1.11231	(%w%i%th%)%
1.11195	ọ%r̃%ụ%
1.1116	ọ%k%ā%
1.11065	d%ị%
1.10662	m̀%b%ì%è%è%r%ì%
1.10473	ọ̄%f%ụ̄%m%ā%
1.10473	m%ā%ā%
1.10449	m̄%m%ā%
1.10378	n%a%a%ə%
1.10212	ọ%s%ị%ị̄%s%ọ̄%
1.10141	r%ị̀%
1.10141	n%ch%ọ%ọ̄%nw%ụ̄%
1.10046	m%m%à%
1.10023	o%gɦ%è%
1.09975	kp%ọ̀%
1.0962	ī%r̃%ī%
1.0962	gh%u%o%l%e%
1.09359	o%kw%ū%
1.09241	sh%i%m%e%
1.09051	r%ụ̀%
1.08909	ụ%n%ụ%
1.07914	e%gh%e%e%
1.0789	r%ị̄%
1.07511	g%à%-%è%m%i%
1.07464	ọ̄%r̃%ụ̄%
1.07345	ù%s%e%kw%ū%
1.07321	à%y%ị%y%à%
1.07013	nw%e%kw%e%e%
1.06966	n%g%ị̄%g%ā%
1.06658	r%u%o%
1.06587	hw%ụ%
1.06445	g%à%-%a%n%ọ̄%
1.06433	w%ị%ị%
1.06303	ị%ch%ọ%ọ%
1.06255	ọ%kh%ụ̄%
1.05971	gw%e%ch%a%a%
1.05687	a%kp%a%a%kp%a%
1.05615	gw%ọ%ọ%n%a%
1.05497	w%ụ%kw%a%
1.05438	a%gw%ọ̄%r%ọ̄%
1.0539	a%h̃%ị̀%h%a%r̃%ā%
1.05165	n%ị̀%
1.05153	g%à%r%ị%
1.05094	e%gh%u%
1.05023	i%k%e%kw%a%
1.04976	nw%ụ%ụ%r%ị%l%ā%
1.04976	a%kp%ụ%
1.04952	kp%à%t%à%r%à%
1.04905	a%k%ị%
1.04834	m%m%e%b%ì%
1.04834	b%ī%d%h%ō%
1.04762	m%m%ā%ny%ā%
1.04549	z%à%a%
1.04526	è%gb%u%
1.04194	ụ%gb%ọ̀%g%ụ̀%r%ụ̀%
1.04146	o%l%u%gb%ù%
1.04123	ē%b%ē%r%ē%b%ē%
1.03957	à%h%ụ̀%
1.03933	è%b%e%r%e%b%e%
1.03791	è%g%è%r%è%b%ù%t%e%
1.03791	m%a%r̃%a%
1.03696	ọ%n%ọ̀%d%ụ̀%
1.03625	n%ọ%ọ̄%
1.03554	n%dɦ%ụ̀%
1.03507	ī%r%ī%
1.03412	ē%y%ī%ē%
1.03388	à%gb%a%
1.03341	ị%l%ụ̄%
1.03341	ē%gw%ū%s%ī%
1.03317	e%r%i%m%e%r%i%
1.0327	ò%k%e%
1.03222	m%kp%ụ%r%ụ̀%n%kw%ụ̄%
1.03151	(%d%o%c%t%o%r%)%
1.03128	sh%ī%ē%
1.03033	a%kp%a%a%kp%a%à%
1.02843	ụ%r̃%ụ̄%
1.02535	o%m%ò%
1.02464	n%ụ̀%r%ụ%
1.02369	o%b%ì%u%lw%ò%
1.02322	o%b%ì%ọ%m%a%
1.02156	g%ụ%r%ụ%
1.02061	m̀%b%è%l%è%
1.0199	u%t%ē%
1.01919	f%ọ̀%ch%a%a%
1.01872	ā%k%ā%nw%ụ̄%
1.0173	(%p%l%a%i%n%t%a%i%n%)%
1.01564	ị%z%à%
1.01564	(%b%e%f%o%r%e%)%
1.0154	z%ā%
1.01516	(%t%o%m%a%t%o%e%s%)%
1.01445	nw%a%a%gb%ọ%gh%ọ%b%ị%à%
1.01315	j%è%r%ọ%ọ%f%ụ̀%
1.01315	(%e%v%e%n%)%
1.01279	a%z%à%
1.01208	ò%nw%e%gh%ē%
1.01208	ny%ē%
1.01208	a%hw%à%
1.01137	ụ%gb%ā%
1.01043	m%b%ē%l%ē%
1.00948	y%ì%r%i%
1.00924	k%è%e%r%e%
1.00829	l%ụ%ọ%
1.00782	ụ%k%ọ̀%
1.00782	a%n%ụ%
1.00758	(%i%r%o%n%)%
1.00746	a%gh%ị̀%r%ị̀%gh%à%
1.00711	à%r%ụ̀%b%ọ%s%à%
1.00663	(%b%e%d%)%
1.0064	a%kp%à%r%à%
1.00616	a%z%ụ%z%à%
1.00604	z%ụ%r%ụ%
1.00569	à%r%ị̀%b%ọ%s%à%
1.00569	e%f%e%r%e%
1.00545	a%k%a%nw%ụ%
1.00533	kp%à%a%
1.00521	ụ̀%n%à%
1.00521	v%i%l%ē%è%j%i%
1.00498	ọ̀%r%ụ̀%k%à%
1.00474	ụ%gb%ọ̀%g%ì%r%ì%
1.00474	o%l%o%l%o%
1.0045	gh%ụ%ọ%
1.00426	d%a%y%s%)%
1.00426	(%th%r%e%e%
1.00403	ọ%ọ%
1.00403	è%b%e%r%e%e%b%e%
1.00403	l%a%ị̄%k%ị̀%l%ị̀%
1.00391	o%k%ù%d%h%ò%
1.00379	à%p%ị%r%a%p%ị%
1.00379	à%b%ị%a%b%è%
1.00379	t%ụ%w%a%
1.00379	n%ụ̀%kw%à%n%ụ̀%
1.00379	b%a%b%ụ̀%w%a%y%à%
1.00379	a%kp%à%w%a%
1.00355	ò%w%è%r%è%
1.00355	n%g%ụ̀%
1.00355	j%è%r%ọ%ọ̀%f%ụ̀%
1.00332	i%f%ò%
1.00332	e%b%ē%r%ē%ē%b%ē%
1.0032	hw%ụ%n%a%
1.0032	e%l%ì%l%ì%
1.00308	a%b%à%l%ị̀%
1.00284	n%à%-%è%sh%i%kw%e%
1.00284	l%e%e%
1.00284	(%b%o%t%t%l%e%)%
1.00261	a%k%ụ%
1.00249	ụ%gb%ụ̀%gb%à%
1.00249	ụ%gb%ọ̀%g%ị̀%r%ị̀%
1.00249	i%g%ù%
1.00237	r%ọ%ọ%
1.00237	k%ị%r%ị%k%ị%r%ị%
1.00213	à%s%a%
1.00213	o%kp%ò%r%o%k%ō%
1.00213	m%b%i%e%r%i%
1.0019	ọ̀%k%ị%r%ị̀%m%a%
1.0019	a%h%ụ̄%r%ụ̄%
1.00178	a%b%ụ̀%
1.00166	ù%s%e%e%kw%ū%
1.00166	e%h%è%
1.00142	ò%kp%u%r%ù%
1.00142	k%ọ%w%a%
1.00142	i%b%u%
1.00142	d%u%w%e%y%ā%ā%k%ā%
1.00142	ā%t%ā%ā%
1.00142	a%n%a%m̄%b%ā%r%ā%
1.00142	a%h%ị%a%r%ā%
1.00118	ọ%d%ụ̄%
1.00118	zh%i%e%
1.00118	u%r%u%u%r%u%
1.00118	n%j%ì%l%à%
1.00118	m%kp%ì%i%kh%è%
1.00118	j%ē%
1.00118	f%u%r%a%à%y%ị̀%ch%a%a%
1.00118	d%ọ%b%a%
1.00118	a%n%a%h%ā%à%
1.00118	a%k%ị%d%ị̀%
1.00107	gb%ọ̄%g%ā%
1.00095	ṅ%ụ%ọ%
1.00095	è%gh%u%d%è%
1.00095	r%ị̀%ị%g%a%
1.00095	o%j%i%ī%
1.00095	m̀%b%ì%è%r%ì%
1.00095	b%ì%r%ì%
1.00071	u%r%u%h%u%r%u%
1.00071	gh%u%g%e%
1.00071	e%l%u%
1.00071	e%gh%ū%d%è%r%è%
1.00071	a%m%a%à%
1.00071	a%k%ọ̀%w%a%
1.00047	ọ̀%r%ụ̀%
1.00047	ọ%m%ā%y%ī%g%ā%r%ā%
1.00047	à%t%a%à%
1.00047	t%o%p%ụ̀%t%a%
1.00047	r%ọ%ch%a%a%
1.00047	m̄%gb%ā%p%ụ̄%
1.00047	m%gb%a%p%ụ%
1.00047	k%a%l%a%ṁ%a%
1.00047	i%j%i%r%i%j%i%
1.00047	i%ch%ē%k%ū%
1.00047	a%ny%ụ̄%
1.00024	s%a%h%a%r%ị%a%
1.00024	n%a%ə%
1.00024	m̀%gb%u%gb%ò%
1.00024	i%kwh%è%
1.00024	h%a%p%ụ̀%
1.00024	g%à%r%ị%ị̀%
1.00024	g%o%r%o%g%o%r%o%
1.00024	e%p%è%n%k%ị%r%ị%sh%ị%
1	ụ̄%kp%ā%k%ā%
1	ụ̄%gb%ā%kw%ā%
1	ụ̄%g%ụ̄%
1	ụ̀%z%ọ̀%
1	ụ̀%w%à%
1	ụ̀%t%ụ%
1	ụ̀%n%ụ̀%
1	ụ̀%kp%ọ%
1	ụ̀%k%ụ̀%t%ụ̀%
1	ụ̀%h%a%
1	ụ̀%gb%a%à%
1	ụ̀%gb%a%kw%a%
1	ụ̀%g%a%à%
1	ụ̀%d%ụ%ụ̀%
1	ụ̀%d%ị̀%
1	ụ̀%d%ị%à%
1	ụ̀%ch%à%
1	ụ̀%b%ụ%
1	ụ%ụ%ə%
1	ụ%z%ọ̀%ə%
1	ụ%t%ụ̀%t%ụ̀%
1	ụ%t%à%r̃%a%
1	ụ%t%à%r%à%
1	ụ%r̃%ụ%
1	ụ%r̃%ā%
1	ụ%r%ị%b%i%r%i%
1	ụ%r%ị%ā%
1	ụ%r%ə%
1	ụ%p%ọ%
1	ụ%m%ụ̄%ọ̄%
1	ụ%m%ụ̀%ṅ%ụ%
1	ụ%m%ụ̀%a%k%à%
1	ụ%m%ù%a%zh%ì%a%
1	ụ%l%ọ̄%
1	ụ%kh%ụ̀%t%ụ̀%
1	ụ%k%ọ%t%ụ%ụ̄%
1	ụ%gb%ọ̀%g%ụ̀%r%ụ%
1	ụ%gb%a%à%
1	ụ%g%ụ̄%
1	ụ%d%à%
1	ụ%b%ọ̀%ch%ị̀%
1	ụ%b%ọ̀%ch%ị%ị%
1	ọ̄%z%ọ̄%kw%ā%
1	ọ̄%w%ụ̄%n%à%
1	ọ̄%t%ụ̄%t%ā%
1	ọ̄%r%ị̄%r%ị̄%
1	ọ̄%kh%ụ̄%
1	ọ̄%k%ụ̄%k%ụ̄%
1	ọ̄%k%ụ̄%k%ọ̀%
1	ọ̄%k%ụ̄%
1	ọ̄%k%à%
1	ọ̄%gw%ụ̄%gw%ọ̄%
1	ọ̄%f%ụ̄%m%à%
1	ọ̄%
1	ọ̀%ḍ%ọ%kw%a%
1	ọ̀%z%ụ%z%ụ%
1	ọ̀%z%ụ%
1	ọ̀%w%ụ̀%l%à%
1	ọ̀%w%ụ%ụ%
1	ọ̀%w%ụ%ə%
1	ọ̀%w%ụ%kw%a%n%ụ%
1	ọ̀%w%ụ%h%ọ̄%
1	ọ̀%w%u%ū%
1	ọ̀%w%u%gh%ị̄%
1	ọ̀%t%ụ%t%ụ%
1	ọ̀%t%a%ch%a%a%
1	ọ̀%r%ị̀%k%à%
1	ọ̀%p%u%t%à%b%à%h%ụ%
1	ọ̀%n%ụ%gh%ē%
1	ọ̀%n%a%kw%ā%n%ụ̄%ụ̄%
1	ọ̀%n%a%h%à%
1	ọ̀%kp%ụ%ì%n%ì%n%e%
1	ọ̀%kp%ị%ì%n%ì%n%è%
1	ọ̀%k%ụ%
1	ọ̀%k%a%sh%ị̄%
1	ọ̀%k%a%nw%ụ̄%
1	ọ̀%gw%ụ%ch%à%b%è%è%
1	ọ̀%gb%ọ%
1	ọ̀%gb%a%r%ị%r%ị%
1	ọ̀%f%ụ%f%ụ̀%
1	ọ̀%d%ị̀%kw%à%
1	ọ̀%d%ị̀%k%à%à%
1	ọ̀%d%ị̀%k%à%
1	ọ̀%d%ị%ị̄%
1	ọ̀%d%ị%n%ị̄%ị̄%
1	ọ̀%ch%a%
1	ọ%ọ̄%kw%ā%
1	ọ%ṅ%ụ̀%
1	ọ%w%ụ̄%ụ̄%
1	ọ%w%ụ̄%w%à%n%ụ̀%
1	ọ%w%ụ̄%n%ụ̄%
1	ọ%w%ụ%r%ụ%n%à%
1	ọ%w%ụ%r%ụ%kw%a%n%ụ%
1	ọ%w%ụ%r%ụ%g%o%d%u%
1	ọ%w%ụ%ǹ%n%à%
1	ọ%w%ā%kw%ā%
1	ọ%t%ọ̄%
1	ọ%s%ọ̄%kw%ā%r%ā%n%ụ̄%
1	ọ%s%ọ̀%
1	ọ%r%ụ̄%k%à%
1	ọ%r%ụ̀%kw%à%n%ụ̀%ụ̀%
1	ọ%r%ụ̀%
1	ọ%r%ị%b%ị%r%ị%n%à%
1	ọ%n%ụ%
1	ọ%n%ọ̀%kw%a%
1	ọ%n%à%
1	ọ%m%ọ̄%
1	ọ%m%ọ̀%
1	ọ%l%ụ̄%w%ā%l%ā%
1	ọ%l%ụ̄%b%ā%n%ā%
1	ọ%l%ụ%kw%a%n%a%n%a%a%
1	ọ%l%à%kw%à%r%à%n%ụ̀%
1	ọ%kw%ụ̀%r%ụ%
1	ọ%kw%ā%
1	ọ%kw%a%
1	ọ%kp%ọ%k%ọ%r%ọ%n%ụ̀%
1	ọ%kh%ụ%
1	ọ%kh%à%
1	ọ%k%ụ̀%r%ụ̀%
1	ọ%k%ụ%ụ̀%
1	ọ%k%ị%r%ị̀%m%a%n%à%
1	ọ%k%à%a%
1	ọ%j%ọ%ọ̄%
1	ọ%gh%ọ̀%ọ%n%a%
1	ọ%gb%ọ̄%
1	ọ%gb%ā%nw%ò%o%l%e%
1	ọ%ch%ā%
1	ọ%ch%a%
1	ọ%b%ị%ā%l%ā%
1	ị̀%m%à%s%ụ%
1	ị̀%m%à%
1	ị̀%kp%a%à%
1	ị̀%g%a%n%ụ̄%
1	ị̀%g%a%ā%
1	ị%t%ị̄%ị̄%g%ā%
1	ị%s̃%ā%
1	ị%s%ụ̄%r%ụ̄%
1	ị%s%ụ̄%g%ā%
1	ị%s%ụ̄%
1	ị%r̃%ị̄%
1	ị%r̃%ā%h%ụ̄%
1	ị%p%ụ̀%t%à%
1	ị%nw%ụ%-%
1	ị%n%ụ%kw%a%
1	ị%m%ā%r%ā%n%ā%n%ụ̄%
1	ị%l%ọ̀%à%l%ọ%
1	ị%kw%ọ̄%ch%ā%n%a%
1	ị%kp%ọ̄%
1	ị%k%ụ%ch%a%a%
1	ị%k%ọ̄%w%ā%p%ụ̄%
1	ị%hw%ụ̀%kw%à%
1	ị%h%ụ%
1	ị%gw%ọ̄%n%ụ̄%
1	ị%gh%ụ̄%
1	ị%f%ụ̄%r%ā%à%y%ị̀%ch%a%a%n%a%
1	ị%f%ụ̀%nw%u%o%
1	ị%ch%ọ̄%gh%ị̄%
1	ị%ch%ọ%kw%a%n%ụ%
1	ị%bɦ%ụ̀%ọ%
1	ṅ%ụ̄%ọ̄%
1	ṅ%ụ%à%
1	ṅ%ụ%ch%a%a%
1	ṅ%ụ%b%a%
1	ṅ%ū%ō%
1	ṅ%u%
1	ù%r%è%
1	ù%gb%ò%r%ò%
1	ù%gb%u%ù%kw%à%n%ụ̀%
1	ù%gb%u%à%kw%à%
1	ù%b%è%r%è%
1	ù%b%e%
1	ò%ò%
1	ò%y%è%m%e%n%e%
1	ò%th%u%è%
1	ò%ry%i%ry%i%
1	ò%r%ù%o%
1	ò%r%e%w%e%l%e%
1	ò%r%e%m%e%n%e%
1	ò%nw%e%h%ì%
1	ò%nw%e%h%ē%
1	ò%nw%e%ē%
1	ò%m%e%n%à%à%l%a%
1	ò%l%u%gb%ù%
1	ò%l%e%n%ù%
1	ò%l%e%m%à%ò%l%e%
1	ò%k%ù%d%h%ò%
1	ò%j%ì%j%ì%
1	ò%j%ì%
1	ò%j%i%
1	ò%gh%è%r%è%
1	ò%f%u%m%a%
1	ò%b%ò%d%o%
1	ì%w%u%
1	ì%s̃%e%
1	ì%r̃%i%
1	ì%r%ù%
1	ì%kp%ụ̀%kp%ọ%
1	ì%k%è%kw%è%
1	ì%k%è%kw%à%
1	ì%h%e%
1	ì%gb%ò%
1	ì%b%u%b%è%è%
1	ì%b%e%
1	è%è%m̀%
1	è%zh%i%n%à%u%lw%ò%
1	è%zh%i%
1	è%z%i%n%à%ụ%l%ọ̄%
1	è%y%ì%r%i%
1	è%w%è%r%e%kw%e%n%u%
1	è%w%è%r%e%kw%e%
1	è%t%o%o%l%e%
1	è%t%i%ị%g%a%
1	è%t%i%i%g%i%
1	è%t%e%n%ụ%
1	è%sh%ì%è%
1	è%sh%ì%e%è%
1	è%sh%i%kw%e%
1	è%sh%i%g%a%
1	è%sh%i%e%
1	è%s%ù%r%ù%è%s%u%
1	è%s%u%o%
1	è%s%u%
1	è%r%ù%o%n%e%
1	è%r%i%kw%e%
1	è%r%i%k%a%r%ị%
1	è%r%i%i%
1	è%p%u%
1	è%nw%è%
1	è%nw%e%n%ị̄%ā%
1	è%nw%e%kw%ē%h%ī%
1	è%nw%e%gh%ē%
1	è%nw%e%e%
1	è%m%i%
1	è%m%e%n%i%
1	è%m%e%b%ì%
1	è%m%e%b%è%h%è%
1	è%l%ò%o%
1	è%kw%u%
1	è%kw%o%
1	è%kw%e%g%e%kw%e%n%u%
1	è%kp%e%ch%a%a%
1	è%kh%e%
1	è%k%ò%
1	è%k%e%
1	è%j%ì%r%ì%
1	è%j%i%k%a%r%ị%
1	è%j%i%j%i%
1	è%j%i%i%
1	è%h%ì%i%g%e%
1	è%h%e%è%è%
1	è%h%e%è%n%ù%
1	è%h%e%
1	è%gw%u%s%i%
1	è%gw%e%
1	è%gh%ù%
1	è%gh%è%zh%i%e%
1	è%gh%è%e%h%a%a%
1	è%gh%è%e%
1	è%gh%u%kw%a%
1	è%gh%u%g%u%dɦ%o%
1	è%gh%u%
1	è%gh%e%e%
1	è%gh%e%
1	è%gb%ù%k%à%r%ị̀%
1	è%gb%u%p%ù%
1	è%gb%u%b%ì%
1	è%g%è%r%è%b%ù%t%e%è%
1	è%f%è%r%e%
1	è%f%e%r%ē%
1	è%dɦ%e%
1	è%d%ì%è%
1	è%d%è%e%
1	è%d%e%ch%a%zh%i%e%
1	è%d%e%
1	è%ch%e%l%i%t%e%
1	è%ch%e%kw%e%
1	è%ch%e%kw%a%
1	è%ch%e%
1	è%b%è%r%è%b%è%
1	è%b%è%r%è%b%e%è%
1	è%b%è%r%è%b%e%e%
1	è%b%u%r%u%gw%e%n%e%
1	è%b%u%k%ọ̀%
1	è%b%e%r%e%
1	à%ṅ%ụ̀%ọ%
1	à%ṅ%ụ%
1	à%z%ụ%
1	à%y%ọ̀%ọ%
1	à%y%ị%y%ā%n%à%
1	à%w%ụ%s%a%g%o%d%u%
1	à%w%ụ%f%ụ̀%
1	à%w%a%ō%
1	à%w%a%
1	à%t%ọ%
1	à%t%à%k%à%r%ị̀%
1	à%t%à%k%à%r%ị%
1	à%t%à%a%
1	à%t%a%r%a%
1	à%s%a%gw%è%l%e%
1	à%r̃%ụ̀%
1	à%r̃%ụ%zh%i%
1	à%r%ụ̀%b%ọ%ọ%s%à%
1	à%r%ụ%gh%a%r%ị%
1	à%r%ọ̀%t%ụ%
1	à%r%ị%ị̄%
1	à%r%a%
1	à%p%ụ̀%
1	à%p%ị%r%a%p%ị%a%
1	à%p%à%a%
1	à%ny%ị%nw%à%
1	à%n%ụ%
